iso,countryname,year,rGDP,nGDP,deflator,govdebt_GDP,govdef,cbrate,CA_GDP,USDfx
CHN,China,1980,17468.6796875,458760,26.261857986450195,NA,NA,NA,NA,1.498386025428772
CHN,China,1981,19756.220703125,493580,24.983522415161133,NA,NA,NA,NA,1.7099759578704834
CHN,China,1982,23458.453125,537340,22.906028747558594,9.998763084411621,1182.14794921875,NA,1.8995366096496582,1.897860050201416
CHN,China,1983,29105.75390625,602090,20.68628692626953,5.347985744476318,-60.20899963378906,NA,1.4073851108551025,1.9810129404067993
CHN,China,1984,40544.05859375,727850,17.952075958251953,0.9786556959152222,509.4949951171875,NA,0.7820388078689575,2.330312967300415
CHN,China,1985,57491.703125,909890,15.826457977294922,3.330812931060791,8416.482421875,NA,-2.9369757175445557,2.943429946899414
CHN,China,1986,71417.7421875,1037620,14.52888298034668,3.2659144401550293,-3579.7890625,NA,-1.716103434562683,3.4616150856018066
CHN,China,1987,93533.7421875,1217460,13.016264915466309,3.6269586086273193,-8534.39453125,NA,0.4587205648422241,3.7314000129699707
CHN,China,1988,129708.0078125,1518040,11.70351791381836,4.4951395988464355,-14633.9052734375,NA,-0.4821223020553589,3.7314000129699707
CHN,China,1989,152973.1875,1717970,11.23052978515625,6.551212310791016,-15702.2451171875,NA,-0.4895654618740082,3.767348051071167
CHN,China,1990,174705.40625,1887290,10.802699089050293,7.004757404327393,-13569.615234375,7.920000076293945,3.1415696144104004,4.792068958282471
CHN,China,1991,223002.28125,2200560,9.867880821228027,7.488539218902588,-22973.84765625,7.199999809265137,3.2299065589904785,5.333728790283203
CHN,China,1992,315229.40625,2719450,8.62689208984375,5.0192365646362305,-33313.26171875,7.199999809265137,1.558995246887207,5.520569801330566
CHN,China,1993,470922.40625,3567320,7.575175762176514,6.762866497039795,-31927.513671875,10.079999923706055,-1.240072250366211,5.779529094696045
CHN,China,1994,725769.0625,4863750,6.701511859893799,6.188375473022461,-82197.375,10.079999923706055,1.9033360481262207,8.639664649963379
CHN,China,1995,1015577.3125,6133990,6.039904594421387,21.618999481201172,-59625.6796875,10.4399995803833,0.704028844833374,8.370024681091309
CHN,China,1996,1306963.625,7181360,5.49468994140625,21.424999237060547,-55733.66015625,10.079999923706055,1.203007459640503,8.338874816894531
CHN,China,1997,1584768.125,7971500,5.030073642730713,20.604999542236328,-58500.42578125,8.640000343322754,3.465895652770996,8.319331169128418
CHN,China,1998,1826611.5,8519550,4.664128303527832,20.663999557495117,-113710.7890625,6.389999866485596,3.061450719833374,8.300751686096191
CHN,China,1999,2090490,9056440,4.33220911026001,21.863000869750977,-190446.90625,5.849999904632568,1.9298878908157349,8.278285026550293
CHN,China,2000,2511281.75,10028010,3.9931838512420654,22.98699951171875,-258276.4375,5.849999904632568,1.6867077350616455,8.277083396911621
CHN,China,2001,3007733.75,11086310,3.685934543609619,24.575000762939453,-238564.015625,5.849999904632568,1.2995760440826416,8.276999473571777
CHN,China,2002,3603824.5,12171740,3.377450704574585,25.916000366210938,-269176.53125,5.309999942779541,2.408803939819336,8.276999473571777
CHN,China,2003,4477236,13742200,3.0693490505218506,26.799999237060547,-243932.125,5.309999942779541,2.593343734741211,8.276997566223145
CHN,China,2004,5806056.5,16184020,2.787437677383423,26.39299964904785,-128048.515625,5.579999923706055,3.5263991355895996,8.277741432189941
CHN,China,2005,7485840,18731890,2.502309799194336,26.312000274658203,-118028.1640625,5.579999923706055,5.791077613830566,8.192423820495605
CHN,China,2006,9884995,21943850,2.2199151515960693,25.56800079345703,36234.8359375,6.119999885559082,8.409589767456055,7.97366189956665
CHN,China,2007,13898222,27009230,1.9433586597442627,29.163999557495117,495174.53125,7.46999979019165,9.949344635009766,7.606289863586426
CHN,China,2008,18012828,31924460,1.7723180055618286,27.159000396728516,406494.96875,5.309999942779541,9.154698371887207,6.948459148406982
CHN,China,2009,21512728,34851768,1.6200534105300903,34.56700134277344,-134628.46875,5.309999942779541,4.76809549331665,6.831128120422363
CHN,China,2010,28144242,41211928,1.464311122894287,33.92399978637695,-181855.203125,5.809999942779541,3.9013819694519043,6.7678070068359375
CHN,China,2011,36504704,48794020,1.3366502523422241,33.77199935913086,114740.6875,6.559999942779541,1.8052053451538086,6.462405204772949
CHN,China,2012,43461828,53858000,1.2392023801803589,34.393001556396484,-49714.21484375,6,2.527174949645996,6.309353828430176
CHN,China,2013,51566520,59296320,1.1498996019363403,37.03499984741211,-238767.40625,6,1.5456007719039917,6.148014068603516
CHN,China,2014,60122864,64356312,1.0704132318496704,39.96900177001953,-109320.671875,5.599999904632568,2.2630228996276855,6.16119909286499
CHN,China,2015,68885824,68885824,1,41.48899841308594,-851148,4.349999904632568,2.6681807041168213,6.285394191741943
CHN,China,2016,79751400,74639512,0.9359022378921509,50.70100021362305,-2249152.5,4.349999904632568,1.6841633319854736,6.644413948059082
CHN,China,2017,95078216,83203592,0.8751068115234375,54.95100021362305,-2597178,4.349999904632568,1.536296010017395,6.758703231811523
CHN,China,2018,112138376,91928112,0.8197739124298096,56.659000396728516,-2874624.5,4.349999904632568,0.18715472519397736,6.618697166442871
CHN,China,2019,127500736,98651520,0.7737329602241516,60.40399932861328,-3684075.75,4.150000095367432,0.7143043875694275,6.911383152008057
COL,Colombia,1978,248672.875,930731.8125,3.742795944213867,12.289834022521973,2792.188232421875,22,1.109600305557251,39.10635757446289
COL,Colombia,1979,345261.25,1225676.25,3.5499966144561768,12.451541900634766,-8579.7373046875,30,1.567779302597046,42.56241226196289
COL,Colombia,1980,481160.34375,1639958.875,3.408341646194458,12.936667442321777,-36079.1015625,30,-0.6162598133087158,47.299617767333984
COL,Colombia,1981,624657.1875,2077711.25,3.326162338256836,13.745208740234375,-58175.91015625,30,-5.389799118041992,54.507450103759766
COL,Colombia,1982,802614,2639865.25,3.2890844345092773,14.230334281921387,-113699,27,-7.836670875549316,64.02388763427734
COL,Colombia,1983,1006624.5,3255173.75,3.2337517738342285,17.464500427246094,-123598.9453125,27,-7.753714561462402,78.8740234375
COL,Colombia,1984,1314358,4125914.5,3.1391100883483887,25.06479263305664,-159672.890625,27,-3.6624462604522705,100.8440170288086
COL,Colombia,1985,1754528.5,5346103.5,3.0470314025878906,31.20970916748047,-132904.140625,27,-5.184211254119873,142.4181671142578
COL,Colombia,1986,2554086.5,7357883,2.8808276653289795,32.66508483886719,-142816.515625,33.83000183105469,1.0960867404937744,194.3360595703125
COL,Colombia,1987,3538949.5,9654069,2.72794771194458,30.562875747680664,-57924.41796875,34.81999969482422,0.9237543344497681,242.68345642089844
COL,Colombia,1988,4971360.5,12975720,2.6100943088531494,28.94579315185547,-116521.96875,34.25,-0.5508440732955933,299.2129821777344
COL,Colombia,1989,6692069,16867986,2.5205936431884766,27.975542068481445,-244923.15625,36.939998626708984,-0.5083449482917786,382.6746826171875
COL,Colombia,1990,9413600,22731432,2.414743661880493,27.005294799804688,-92289.609375,46.45000076293945,1.1328462362289429,502.42230224609375
COL,Colombia,1991,12629201,29668760,2.3492190837860107,23.447710037231445,103840.65625,44.97999954223633,4.776355743408203,627.1414794921875
COL,Colombia,1992,16986690,38251604,2.2518575191497803,26.035043716430664,-25628.576171875,34.41999816894531,1.5417933464050293,680.82647705078125
COL,Colombia,1993,23700544,50479396,2.1298835277557373,22.962583541870117,-121150.546875,33.4900016784668,-3.164034843444824,786.5440673828125
COL,Colombia,1994,33501750,67565864,2.0167860984802246,20.213542938232422,-93240.890625,44.900001525878906,-4.48814582824707,826.3955078125
COL,Colombia,1995,45304988,86750608,1.9148136377334595,22.315752029418945,-866638.5625,41,-4.881644248962402,912.88848876953125
COL,Colombia,1996,55974640,105505528,1.8848809003829956,23.285999298095703,-2632362.75,33,-4.520161151885986,1036.4324951171875
COL,Colombia,1997,71174608,130002696,1.826532006263733,25.26300048828125,-4195187,27,-5.057238578796387,1140.95556640625
COL,Colombia,1998,84376512,153190720,1.8155611753463745,27.452999114990234,-5919289.5,26,-4.401604175567627,1426.2371826171875
COL,Colombia,1999,87266488,167112448,1.9149670600891113,33.981998443603516,-8968925,12,0.7435807585716248,1756.904296875
COL,Colombia,2000,104503784,195108576,1.8670001029968262,37.987998962402344,-5730339,12,0.8919456601142883,2088.14013671875
COL,Colombia,2001,115903032,212820000,1.836190104484558,41.095001220703125,-5765294,8.5,-1.1247886419296265,2300.104736328125
COL,Colombia,2002,130000272,232874352,1.7913373708724976,47.54499816894531,-8038822.5,5.25,-1.441635251045227,2506.547119140625
COL,Colombia,2003,153499696,264601360,1.7237907648086548,45.040000915527344,-7149528.5,7.25,-0.9950373768806458,2875.90771484375
COL,Colombia,2004,183646016,300539680,1.6365162134170532,41.481998443603516,-3940075.25,6.5,-0.6848734021186829,2628.473876953125
COL,Colombia,2005,216230176,337958016,1.5629549026489258,38.53200149536133,-70971.1796875,6,-1.3347156047821045,2321.494873046875
COL,Colombia,2006,260555104,381604000,1.464580774307251,35.96900177001953,-3789327.5,7.5,-1.856719732284546,2358.959228515625
COL,Colombia,2007,312293856,428506016,1.372124433517456,32.66299819946289,-3513749.25,9.5,-3.0011305809020996,2076.23974609375
COL,Colombia,2008,358714848,476554016,1.3285037279129028,32.38199996948242,200152.6875,9.5,-2.744743585586548,1967.1123046875
COL,Colombia,2009,381850784,501574016,1.3135340213775635,35.387001037597656,-13412089,3.5,-1.8895759582519531,2153.297607421875
COL,Colombia,2010,432812288,544060032,1.2570346593856812,36.49700164794922,-17970302,3,-2.9761765003204346,1898.6837158203125
COL,Colombia,2011,526661760,619022976,1.1753710508346558,35.78300094604492,-12337128,4.75,-2.9118874073028564,1846.967041015625
COL,Colombia,2012,589247936,666507008,1.1311147212982178,33.96699905395508,1033085.875,4.25,-3.1375792026519775,1797.7857666015625
COL,Colombia,2013,663729728,714092992,1.0758792161941528,37.59199905395508,-7290889.5,3.25,-3.232924222946167,1869.098876953125
COL,Colombia,2014,740999808,762902976,1.0295588970184326,43.319000244140625,-13305028,4.5,-5.245102882385254,2000.3267822265625
COL,Colombia,2015,804692032,804692032,1,50.41899871826172,-28325160,5.75,-6.32008695602417,2743.38671875
COL,Colombia,2016,881812480,863782016,0.9795529246330261,49.79600143432617,-19642402,7.5,-4.461405277252197,3050.977783203125
COL,Colombia,2017,952458496,920470976,0.9664158225059509,49.43600082397461,-22974956,4.75,-3.17460298538208,2951.365966796875
COL,Colombia,2018,1048328384,987790976,0.9422534108161926,53.58399963378906,-46110084,4.25,-4.2205939292907715,2956.43017578125
COL,Colombia,2019,1160888192,1060067968,0.9131525158882141,52.4010009765625,-36911568,4.25,-4.580382347106934,3281.068359375
CRI,Costa Rica,1978,7513.79296875,38544.640625,5.129851341247559,41.70591735839844,-1589.3114013671875,8,-10.308784484863281,8.569999694824219
CRI,Costa Rica,1979,9031.455078125,44148.76953125,4.888334274291992,39.50736999511719,-2915.673095703125,8,-13.832172393798828,8.569999694824219
CRI,Costa Rica,1980,10894.033203125,52857.50390625,4.851968288421631,37.717254638671875,-3825.931396484375,8,-13.741225242614746,8.569999694824219
CRI,Costa Rica,1981,14684.267578125,72895.765625,4.964208602905273,32.264312744140625,-2286.302978515625,8,-15.591967582702637,21.76333236694336
CRI,Costa Rica,1982,23247.181640625,124471.59375,5.354266166687012,31.82770347595215,-1165.5513916015625,30,-10.231627464294434,37.40666580200195
CRI,Costa Rica,1983,31713.7578125,165077.890625,5.205245494842529,29.78556251525879,-3031.819580078125,30,-8.894827842712402,41.09416580200195
CRI,Costa Rica,1984,43185.65234375,208094.34375,4.818599224090576,25.225656509399414,-1044.218505859375,28,-4.1279826164245605,44.532684326171875
CRI,Costa Rica,1985,52812.25390625,252658,4.784079074859619,22.826648712158203,-2680.703369140625,30,-3.215193748474121,50.45335006713867
CRI,Costa Rica,1986,69439.046875,314774.4375,4.533104419708252,26.140146255493164,-13404.0419921875,NA,-1.810370922088623,55.98589324951172
CRI,Costa Rica,1987,83944.96875,363225.21875,4.326944351196289,21.1841983795166,-9318.5439453125,NA,-5.657020092010498,62.77619934082031
CRI,Costa Rica,1988,106724.890625,446470.125,4.183373928070068,18.224618911743164,2553.360107421875,NA,-3.8681325912475586,75.80473327636719
CRI,Costa Rica,1989,137331.65625,543703.625,3.9590554237365723,19.308923721313477,-8425.234375,NA,-7.901313304901123,81.50421142578125
CRI,Costa Rica,1990,174578.375,667450.125,3.823211908340454,18.54352378845215,-29394.501953125,NA,-7.423375129699707,91.57929229736328
CRI,Costa Rica,1991,300843.4375,881040.0625,2.9285666942596436,28.3642578125,-21241.876953125,NA,-1.0421682596206665,122.43241882324219
CRI,Costa Rica,1992,429529.9375,1151917.875,2.6818103790283203,23.32148551940918,-17440.037109375,NA,-4.317139625549316,134.50633239746094
CRI,Costa Rica,1993,544074.75,1362412.375,2.5040905475616455,24.433366775512695,-20749.541015625,NA,-6.4841814041137695,142.17166137695313
CRI,Costa Rica,1994,687498.625,1647124.625,2.395822525024414,26.97391128540039,-89965.9453125,NA,-2.226903200149536,157.06666564941406
CRI,Costa Rica,1995,904181.875,2079862.875,2.3002705574035645,29.05828094482422,-76622.1484375,NA,-3.0931389331817627,179.7291717529297
CRI,Costa Rica,1996,1068780.5,2425725.5,2.269619941711426,33.685001373291016,-104839.859375,NA,-2.2577531337738037,207.6891632080078
CRI,Costa Rica,1997,1363592,2934156.5,2.151784658432007,30.55900001525879,-99467.90625,NA,-3.812058210372925,232.59750366210938
CRI,Costa Rica,1998,1752629.375,3519453.75,2.008099317550659,40.691001892089844,-104351.796875,NA,-3.8054680824279785,257.2291564941406
CRI,Costa Rica,1999,2113427,4072330.25,1.9268847703933716,38.98400115966797,-117323.8359375,34,-5.645567893981934,285.6846923828125
CRI,Costa Rica,2000,2494211.75,4627050.5,1.855115294456482,38.849998474121094,-170460.546875,31.5,-4.552333831787109,308.1866760253906
CRI,Costa Rica,2001,2931091.75,5254084.5,1.7925349473953247,39.64400100708008,-182369.265625,28.75,-3.22592830657959,328.8708190917969
CRI,Costa Rica,2002,3441618.5,5965391.5,1.7333098649978638,41.4379997253418,-297792.34375,31.25,-5.128589153289795,359.8175354003906
CRI,Costa Rica,2003,4143991.75,6885560,1.6615766286849976,40.566001892089844,-236312.40625,26,-5.082292556762695,398.6622314453125
CRI,Costa Rica,2004,5122092,8150138,1.5911736488342285,41.00199890136719,-278327.21875,26,-3.5602877140045166,437.93499755859375
CRI,Costa Rica,2005,6258191,9577022,1.5303179025650024,37.32099914550781,-200255.53125,27,-4.195971965789795,477.7867431640625
CRI,Costa Rica,2006,8144838.5,11613320,1.42585027217865,33.0369987487793,-121126.921875,8.893333435058594,-4.048946857452393,511.30181884765625
CRI,Costa Rica,2007,10541118,13889053,1.3176071643829346,26.975000381469727,77500.921875,5.75,-5.444616794586182,516.61737060546875
CRI,Costa Rica,2008,12884709,16208975,1.2580008506774902,24.006999969482422,29500.333984375,8.4975004196167,-8.29731273651123,526.23553466796875
CRI,Costa Rica,2009,13888855,17626148,1.2690857648849487,26.025999069213867,-573026.0625,9.5,-1.726685881614685,573.2879638671875
CRI,Costa Rica,2010,16439761,19802010,1.2045193910598755,28.09000015258789,-981387.5625,8,-3.169445514678955,525.8292236328125
CRI,Costa Rica,2011,18742450,21623524,1.153719186782837,29.51300048828125,-845479.8125,5.375,-5.311373710632324,505.66424560546875
CRI,Costa Rica,2012,21593316,23752868,1.1000101566314697,33.74100112915039,-1001183.4375,5,-5.144993782043457,502.9014587402344
CRI,Costa Rica,2013,23725412,25462954,1.0732355117797852,35.07600021362305,-1335786.5,4.1875,-4.813251495361328,499.766845703125
CRI,Costa Rica,2014,27014726,28001328,1.0365208387374878,37.43600082397461,-1527192.375,5.125,-4.725316047668457,538.31719970703125
CRI,Costa Rica,2015,30171918,30171918,1,39.7859992980957,-1666093.25,3.3125,-3.3961803913116455,534.5657958984375
CRI,Costa Rica,2016,33404038,32056288,0.9596530795097351,44.055999755859375,-1632947.25,1.75,-2.1001617908477783,544.7393798828125
CRI,Costa Rica,2017,37275504,34343648,0.9213463068008423,47.06399917602539,-2019063.125,3.875,-3.570758104324341,567.5130615234375
CRI,Costa Rica,2018,40111768,36014720,0.8978592157363892,51.8390007019043,-2038433.125,5.0625,-2.9591033458709717,576.97247314453125
CRI,Costa Rica,2019,43154592,37832148,0.8766656517982483,56.430999755859375,-2528700.75,4,-1.2844505310058594,587.29461669921875
DNK,Denmark,1978,175392.515625,332641.15625,1.8965526819229126,26.0501708984375,-6122.02392578125,8,-2.2590856552124023,5.515161037445068
DNK,Denmark,1979,202824.0625,370337.75,1.8259063959121704,32.4862174987793,-10132.3779296875,11,-4.071308612823486,5.259091854095459
DNK,Denmark,1980,217512.703125,399085.34375,1.8347679376602173,40.2882080078125,-17317.61328125,11,-3.3460195064544678,5.629032135009766
DNK,Denmark,1981,237025.828125,437803.75,1.847071886062622,53.17237854003906,-34621.51953125,11,-2.9100096225738525,7.130743980407715
DNK,Denmark,1982,281035.28125,500645.71875,1.7814337015151978,66.24079132080078,-49466.34375,10,-3.6145339012145996,8.347352981567383
DNK,Denmark,1983,317750.65625,551728.4375,1.7363566160202026,76.23918914794922,-42119.02734375,7,-2.236478090286255,9.159459114074707
DNK,Denmark,1984,365755.375,609681.5625,1.6669107675552368,79.75743865966797,-26335.173828125,7,-2.8168115615844727,10.355554580688477
DNK,Denmark,1985,412899.40625,661770.8125,1.602741003036499,76.64599609375,-16341.1416015625,7,-4.208198547363281,10.585906982421875
DNK,Denmark,1986,464699.59375,709974.6875,1.527814269065857,68.5150375366211,21146.482421875,7,-4.940243721008301,8.086770057678223
DNK,Denmark,1987,490076.9375,746847.5,1.5239392518997192,64.02946472167969,13996.1279296875,7,-2.6308178901672363,6.839474201202393
DNK,Denmark,1988,510291.28125,777758.8125,1.5241467952728271,66.18665313720703,8963.419921875,7,-1.324975609779358,6.737799167633057
DNK,Denmark,1989,542153.6875,821024.625,1.514376163482666,63.67021560668945,-88.47870635986328,7,-1.4570313692092896,7.314647197723389
DNK,Denmark,1990,573168.8125,855374.3125,1.492360234260559,63.79729461669922,-13525.71484375,8.5,0.38675281405448914,6.185667037963867
DNK,Denmark,1991,604864.125,890268.125,1.4718481302261353,64.60662078857422,-26803.2890625,9.5,0.8267291188240051,6.406330108642578
DNK,Denmark,1992,640010.4375,923321.0625,1.4426655769348145,69.89457702636719,-24983.55859375,13,1.9962871074676514,6.029800891876221
DNK,Denmark,1993,642690.375,927919.375,1.4438047409057617,82.38185119628906,-37180.6328125,6.75,2.6241683959960938,6.491916179656982
DNK,Denmark,1994,723720.0625,992367.5625,1.3712036609649658,78.85639953613281,-36652.6640625,5.5,1.4425605535507202,6.353772163391113
DNK,Denmark,1995,778189.8125,1035595.125,1.3307744264602661,74.82210540771484,-36245.828125,4.599999904632568,0.667155921459198,5.607585906982422
DNK,Denmark,1996,840584.1875,1087147,1.2933231592178345,71.53636169433594,-26091.529296875,3.5,1.3714362382888794,5.7972412109375
DNK,Denmark,1997,912707.3125,1144172.625,1.2536029815673828,67.42333984375,-13730.072265625,3.75,0.3748180866241455,6.607083797454834
DNK,Denmark,1998,967443.25,1185217.875,1.2251032590866089,63.161930084228516,-3555.65380859375,3.950000047683716,-0.8108751177787781,6.698197841644287
DNK,Denmark,1999,1043017.3125,1240980.375,1.1897984743118286,59.46574401855469,13650.7841796875,3.299999952316284,1.8069727420806885,6.9862260818481445
DNK,Denmark,2000,1155962.5,1325982.625,1.1470810174942017,53.552589416503906,23867.6875,5.400000095367432,1.5038557052612305,8.094244956970215
DNK,Denmark,2001,1207686,1372276.5,1.1362857818603516,50.09645462036133,15095.0419921875,3.5999999046325684,2.41044545173645,8.327726364135742
DNK,Denmark,2002,1247857.75,1411479.25,1.1311218738555908,50.31980895996094,4234.43798828125,2.950000047683716,2.689485788345337,7.883481979370117
DNK,Denmark,2003,1277704.875,1438893.25,1.1261546611785889,48.16227722167969,1438.893310546875,2.1500000953674316,3.242124319076538,6.5817060470581055
DNK,Denmark,2004,1377775.375,1509674.25,1.0957331657409668,46.21513366699219,33212.8359375,2.1500000953674316,2.2003443241119385,5.988052845001221
DNK,Denmark,2005,1485396.375,1590078.5,1.0704741477966309,39.35993576049805,82684.078125,2.4000000953674316,4.052359580993652,5.999742031097412
DNK,Denmark,2006,1634376.375,1685240.75,1.0311216115951538,33.19102478027344,89317.765625,3.75,3.1799018383026123,5.946201801300049
DNK,Denmark,2007,1707220.875,1743144.375,1.0210421085357666,29.482641220092773,92386.65625,4.25,1.2917059659957886,5.44454288482666
DNK,Denmark,2008,1765031.125,1809720.875,1.0253195762634277,35.53917694091797,63340.23046875,3.75,2.8652374744415283,5.0960001945495605
DNK,Denmark,2009,1602909.125,1729529,1.078993797302246,43.04879379272461,-46697.28515625,0.949999988079071,3.5861151218414307,5.353661060333252
DNK,Denmark,2010,1706768,1812895.75,1.062180519104004,46.123294830322266,-45322.39453125,0.699999988079071,6.4148640632629395,5.629127025604248
DNK,Denmark,2011,1763129.375,1848531.125,1.0484375953674316,49.986244201660156,-33273.55859375,0.30000001192092896,6.345686912536621,5.358431816101074
DNK,Denmark,2012,1805386.625,1892938,1.048494577407837,48.71120834350586,-60574.015625,-0.20000000298023224,6.064319133758545,5.797469139099121
DNK,Denmark,2013,1871741.75,1935555.25,1.0340931415557861,47.76990509033203,-17419.99609375,-0.10000000149011612,7.367855072021484,5.6175408363342285
DNK,Denmark,2014,1939447.375,1980261.25,1.0210440158843994,48.71247100830078,27723.65625,-0.05000000074505806,8.401568412780762,5.620224952697754
DNK,Denmark,2015,2030205.75,2030205.75,1,44.550376892089844,-18271.8515625,-0.75,7.9568634033203125,6.727063179016113
DNK,Denmark,2016,2166101,2101520.25,0.9701856970787048,41.69195556640625,6304.56103515625,-0.6499999761581421,7.087669372558594,6.729628086090088
DNK,Denmark,2017,2325857.5,2189589.25,0.9414116144180298,40.152549743652344,37223.01953125,-0.6499999761581421,7.322967529296875,6.598267078399658
DNK,Denmark,2018,2427495.75,2243542.25,0.924220860004425,38.538761138916016,17948.337890625,-0.6499999761581421,6.30714225769043,6.3173089027404785
DNK,Denmark,2019,2535174.25,2303636.75,0.9086700081825256,38.334659576416016,99056.3828125,-0.75,7.446143627166748,6.670257091522217
DOM,Dominican Republic,1978,929.85614013671875,5925.13232421875,6.372095584869385,15.178927421569824,-62.580570220947266,NA,-6.587952136993408,1
DOM,Dominican Republic,1979,1128.926025390625,6881.7841796875,6.095868110656738,17.433944702148438,-287.83599853515625,NA,-6.024950981140137,1
DOM,Dominican Republic,1980,1498.73828125,8298.3642578125,5.536900043487549,11.064018249511719,-151.3538818359375,NA,-10.647360801696777,1
DOM,Dominican Republic,1981,1747.80322265625,9094.5732421875,5.203430652618408,21.71515655517578,-174.60670471191406,NA,-5.149908065795898,1
DOM,Dominican Republic,1982,1943.4815673828125,9967.4990234375,5.1286821365356445,24.07817840576172,-239.00962829589844,NA,-5.353557109832764,1
DOM,Dominican Republic,1983,2267.87109375,10791.9912109375,4.758644104003906,23.934581756591797,-188.1809844970703,NA,-4.532243251800537,1
DOM,Dominican Republic,1984,2887.353271484375,12959.7255859375,4.488444805145264,21.04368782043457,-123.01243591308594,NA,-1.4093496799468994,1
DOM,Dominican Republic,1985,3827.35546875,17486.548828125,4.568833351135254,48.28291702270508,-221.64732360839844,NA,-2.1329822540283203,3.112607955932617
DOM,Dominican Republic,1986,4486.73974609375,19749.2734375,4.401698112487793,46.43095779418945,-112.69341278076172,NA,-2.995690107345581,2.9043331146240234
DOM,Dominican Republic,1987,6225.23291015625,24449.556640625,3.927492618560791,63.227352142333984,-183.98304748535156,NA,-6.248444080352783,3.8447580337524414
DOM,Dominican Republic,1988,9324.884765625,35483.58984375,3.805257797241211,56.07249069213867,-597.7213134765625,NA,-0.3516737222671509,6.1125168800354
DOM,Dominican Republic,1989,12563.1455078125,53055.1171875,4.223075866699219,45.510292053222656,-47.85594177246094,NA,-4.894869327545166,6.340000152587891
DOM,Dominican Republic,1990,16896.65625,81181.4765625,4.804588317871094,61.62837219238281,320.4558410644531,NA,-3.952683448791504,8.525300025939941
DOM,Dominican Republic,1991,34944.31640625,125238.2578125,3.583937883377075,34.40304183959961,133.9301300048828,NA,-1.6011019945144653,12.575919151306152
DOM,Dominican Republic,1992,45640.2109375,146178.671875,3.202848196029663,28.000364303588867,3438.853271484375,NA,-6.099755764007568,12.5
DOM,Dominican Republic,1993,55233.19140625,164586.640625,2.9798502922058105,26.300588607788086,-255.76809692382813,NA,-4.073834419250488,12.5
DOM,Dominican Republic,1994,64032.2578125,185524.828125,2.897365093231201,20.722436904907227,-719.2799072265625,NA,-1.932435154914856,12.616780281066895
DOM,Dominican Republic,1995,78434.4765625,214122.96875,2.729959726333618,18.730010986328125,1745.315673828125,NA,-1.098731279373169,12.869999885559082
DOM,Dominican Republic,1996,91310.5234375,235250.328125,2.5763769149780273,16.751413345336914,330.0579833984375,NA,-1.1660146713256836,12.89634895324707
DOM,Dominican Republic,1997,118505.1171875,280362.8125,2.3658287525177,13.847999572753906,-1797.1256103515625,NA,-0.8142895102500916,14.005921363830566
DOM,Dominican Republic,1998,143720.09375,318649,2.2171499729156494,13.24899959564209,-920.8956298828125,NA,-1.5614463090896606,14.703110694885254
DOM,Dominican Republic,1999,167511.84375,350520.125,2.0925095081329346,15.97700023651123,-2762.0986328125,NA,-1.938872218132019,15.834429740905762
DOM,Dominican Republic,2000,196700.84375,393302.96875,1.9994981288909912,16.707000732421875,-3378.47265625,NA,-4.223275184631348,16.18145751953125
DOM,Dominican Republic,2001,218990.515625,427319.0625,1.9513131380081177,20.35099983215332,-3110.8828125,NA,-2.8935439586639404,16.690961837768555
DOM,Dominican Republic,2002,255648.4375,477430.1875,1.8675262928009033,21.48699951171875,-10871.0849609375,NA,-2.940218210220337,17.59304428100586
DOM,Dominican Republic,2003,332058.9375,628611.0625,1.8930706977844238,48.150001525878906,-26665.681640625,NA,4.841246128082275,29.3700008392334
DOM,Dominican Republic,2004,507210.4375,935984.75,1.8453577756881714,34.34600067138672,-33686.08984375,7,4.665629863739014,41.93031311035156
DOM,Dominican Republic,2005,642495.0625,1083445,1.6863086223602295,38.321998596191406,-7735.79736328125,10,-1.3218061923980713,30.282808303833008
DOM,Dominican Republic,2006,816627,1261399.625,1.5446460247039795,36.02199935913086,-21279.8125,8,-3.3986690044403076,33.30003356933594
DOM,Dominican Republic,2007,1014218,1458416.5,1.4379714727401733,32.90700149536133,4098.150390625,7,-4.927277088165283,33.171871185302734
DOM,Dominican Republic,2008,1192537.75,1661642.625,1.3933669328689575,33.606998443603516,-56961.109375,9.5,-9.398138999938965,34.529361724853516
DOM,Dominican Republic,2009,1258277.125,1736041.125,1.3796969652175903,36.73400115966797,-50241.03125,4,-4.775444507598877,35.971866607666016
DOM,Dominican Republic,2010,1557671,1983201.625,1.2731839418411255,37.31100082397461,-58940.75,5,-7.478477954864502,36.821292877197266
DOM,Dominican Republic,2011,1790835.5,2210214,1.2341803312301636,39.053001403808594,-67720.953125,6.75,-7.521709442138672,38.08758544921875
DOM,Dominican Republic,2012,1985805,2386016.25,1.2015360593795776,42.31999969482422,-149173.734375,5,-6.556246280670166,39.3203010559082
DOM,Dominican Republic,2013,2287839.25,2619769.75,1.1450847387313843,46.71500015258789,-115374.65625,6.25,-4.105000019073486,41.79450225830078
DOM,Dominican Republic,2014,2735451.25,2925665,1.069536566734314,44.9109992980957,-80543.5546875,6.25,-3.2384119033813477,43.5496711730957
DOM,Dominican Republic,2015,3205655.25,3205655.25,1,44.6870002746582,-1057.8662109375,5,-1.8040834665298462,45.04549789428711
DOM,Dominican Republic,2016,3724534.75,3487292.5,0.9363028407096863,46.590999603271484,-108210.6875,5.5,-1.0783172845840454,46.06444549560547
